date,site_id,rainfall_mm,temp_C,slope_angle,vibration,displacement,pore_pressure,label
2025-03-01,5,77.38,29.51,26.47,0.1,0.0,1.26,1
2025-03-02,5,27.32,29.44,27.46,0.16,0.08,0.47,0
2025-03-03,5,13.71,32.21,27.91,0.07,0.03,0.84,0
2025-03-04,5,8.4,25.58,25.97,0.07,0.13,0.95,0
2025-03-05,5,32.86,26.88,26.24,0.14,0.07,1.26,0
2025-03-06,5,5.39,20.79,25.91,0.06,0.19,0.35,0
2025-03-07,5,34.4,24.84,26.99,0.05,0.08,0.87,0
2025-03-08,5,24.4,24.92,27.22,0.13,0.11,0.53,0
2025-03-09,5,54.68,23.49,28.25,0.02,0.07,1.19,1
2025-03-10,5,48.3,30.99,26.8,0.16,0.02,0.69,0
2025-03-11,5,37.58,23.61,26.12,0.1,0.12,0.76,0
2025-03-12,5,35.95,32.5,25.35,0.16,0.14,0.84,0
2025-03-13,5,4.79,23.32,25.81,0.12,0.01,0.6,0
2025-03-14,5,3.11,28.01,26.83,0.1,0.16,0.61,0
2025-03-15,5,99.41,22.54,26.9,0.04,0.22,1.36,1
2025-03-16,5,45.41,27.32,26.48,0.15,0.2,1.22,1
2025-03-17,5,63.87,26.12,26.26,0.15,0.13,1.04,1
2025-03-18,5,57.63,26.54,27.78,0.21,0.12,1.44,1
2025-03-19,5,35.85,24.66,26.37,0.03,0.23,0.75,1
2025-03-20,5,6.53,29.51,27.81,0.02,0.08,0.93,0
2025-03-21,5,16.54,34.89,29.14,0.16,0.05,0.42,0
2025-03-22,5,16.95,24.32,28.55,0.12,0.13,0.89,0
2025-03-23,5,14.52,31.4,25.94,0.08,0.07,0.79,0
2025-03-24,5,45.69,27.09,29.83,0.17,0.09,1.02,0
2025-03-25,5,85.56,26.14,27.57,0.04,0.09,1.3,1
2025-03-26,5,53.3,28.87,25.58,0.06,0.14,1.29,1
2025-03-27,5,4.14,27.85,27.19,0.12,0.09,0.5,0
2025-03-28,5,14.3,26.88,28.76,0.14,0.16,0.91,0
2025-03-29,5,29.21,32.37,27.37,0.15,0.03,0.81,0
2025-03-30,5,12.97,25.34,27.82,0.1,0.03,0.41,0
2025-03-31,5,37.72,23.42,26.04,0.11,-0.0,1.04,0
2025-04-01,5,43.31,30.59,28.24,0.06,-0.01,1.36,0
2025-04-02,5,29.17,33.81,26.49,0.05,0.09,0.85,0
2025-04-03,5,41.37,31.61,24.79,0.09,0.14,0.93,0
2025-04-04,5,80.36,26.62,26.54,0.09,0.04,1.41,1
2025-04-05,5,74.45,29.19,27.55,0.1,0.05,1.53,1
2025-04-06,5,32.62,28.26,25.62,0.15,0.03,0.57,0
2025-04-07,5,14.53,32.76,27.09,0.13,0.09,0.68,0
2025-04-08,5,109.05,27.63,26.61,0.73,0.34,1.63,1
2025-04-09,5,71.03,29.84,28.14,0.08,0.15,0.88,1
2025-04-10,5,115.84,27.06,26.2,0.52,0.3,1.52,1
2025-04-11,5,16.02,26.15,26.37,0.11,0.18,0.81,0
2025-04-12,5,31.08,25.2,27.89,0.13,0.14,0.39,0
2025-04-13,5,51.91,20.22,27.49,0.08,0.12,1.3,1
2025-04-14,5,51.21,27.77,28.24,0.16,0.14,1.27,1
2025-04-15,5,50.48,26.67,28.04,0.02,0.01,0.94,1
2025-04-16,5,39.45,25.63,26.26,0.15,0.06,0.55,0
2025-04-17,5,46.69,27.76,26.78,0.1,0.08,1.07,0
2025-04-18,5,93.47,27.06,27.86,0.17,0.16,1.78,1
2025-04-19,5,61.83,22.21,26.73,0.19,0.15,1.17,1
2025-04-20,5,5.69,29.68,27.78,0.16,0.2,0.36,1
2025-04-21,5,18.07,25.32,26.81,0.04,0.15,0.74,0
2025-04-22,5,6.54,26.43,29.08,0.06,0.14,0.56,0
2025-04-23,5,59.03,26.51,27.15,0.07,0.06,1.02,1
2025-04-24,5,38.1,24.27,27.27,0.17,0.06,0.72,0
2025-04-25,5,28.63,28.98,28.41,0.09,0.04,0.38,0
2025-04-26,5,49.41,19.34,27.13,0.12,0.18,1.23,0
2025-04-27,5,81.99,22.14,27.12,0.19,0.04,1.22,1
2025-04-28,5,48.35,30.57,27.54,0.12,0.08,0.76,0
2025-04-29,5,120.03,27.22,25.62,0.49,0.31,1.4,1
2025-04-30,5,45.08,26.91,29.36,0.05,0.13,1.03,0
2025-05-01,5,5.9,29.82,27.74,0.08,0.15,0.62,0
2025-05-02,5,40.56,23.06,28.69,0.07,0.1,0.82,0
2025-05-03,5,8.05,23.6,27.61,0.12,0.11,0.42,0
2025-05-04,5,29.08,29.76,25.77,0.08,0.11,0.88,0
2025-05-05,5,33.27,26.92,26.64,0.06,-0.02,1.36,0
2025-05-06,5,33.17,24.65,27.39,0.03,0.14,0.65,0
2025-05-07,5,24.98,26.48,26.49,0.11,0.08,0.99,0
2025-05-08,5,41.01,27.88,27.0,0.11,0.09,0.77,0
2025-05-09,5,141.17,23.38,27.36,0.33,0.41,2.19,1
2025-05-10,5,38.39,23.9,27.41,0.09,0.12,1.19,0
2025-05-11,5,25.83,23.82,26.35,0.09,0.11,0.84,0
2025-05-12,5,8.28,25.7,28.41,0.12,0.19,0.35,0
2025-05-13,5,20.82,25.94,27.56,0.14,0.15,0.69,0
2025-05-14,5,132.24,20.86,26.88,0.42,0.29,1.93,1
2025-05-15,5,10.75,24.12,27.7,-0.01,0.15,0.43,0
2025-05-16,5,33.55,26.56,25.75,0.15,0.07,1.08,0
2025-05-17,5,36.68,28.29,27.81,0.07,0.14,1.01,0
2025-05-18,5,71.26,26.21,26.58,0.1,0.16,1.05,1
2025-05-19,5,51.49,28.14,25.72,0.11,0.1,0.92,1
2025-05-20,5,49.27,27.3,28.19,0.12,0.06,1.13,0
2025-05-21,5,5.75,28.78,27.64,0.07,0.18,0.64,0
2025-05-22,5,20.88,25.28,26.29,0.11,0.12,1.18,0
2025-05-23,5,22.8,25.53,28.96,0.04,0.11,0.62,0
2025-05-24,5,30.69,26.44,27.14,0.06,0.16,0.91,0
2025-05-25,5,45.6,25.54,26.58,0.11,0.08,0.91,0
2025-05-26,5,82.84,24.45,27.31,0.15,0.12,1.04,1
2025-05-27,5,56.63,31.07,25.09,0.12,0.13,1.05,1
2025-05-28,5,16.39,26.61,27.33,0.17,-0.02,0.71,0
2025-05-29,5,40.82,29.19,27.11,0.18,0.11,0.46,0
2025-05-30,5,48.81,25.89,27.06,0.08,0.12,0.95,0
2025-05-31,5,16.44,28.52,26.37,0.02,0.03,0.72,0
2025-06-01,5,17.76,29.44,27.55,0.07,0.11,0.76,0
2025-06-02,5,116.88,23.69,26.21,0.56,0.32,1.68,1
2025-06-03,5,29.16,25.42,26.58,0.06,0.15,1.1,0
2025-06-04,5,49.75,29.64,27.23,0.09,0.08,0.95,0
2025-06-05,5,114.3,27.56,25.77,0.4,0.27,1.79,1
2025-06-06,5,59.69,31.64,27.69,0.17,0.05,1.46,1
2025-06-07,5,32.37,27.83,26.89,0.12,0.12,0.5,0
2025-06-08,5,80.98,27.28,27.02,0.11,0.16,1.19,1
2025-06-09,5,10.32,25.27,25.9,0.12,0.06,0.71,0
2025-06-10,5,53.36,24.4,27.46,0.19,0.03,0.84,1
2025-06-11,5,57.45,34.65,27.55,0.06,0.14,1.25,1
2025-06-12,5,50.41,28.41,28.04,0.14,0.11,0.93,1
2025-06-13,5,21.71,35.26,27.75,0.03,0.1,0.98,0
2025-06-14,5,103.58,21.47,25.71,0.25,0.19,1.79,1
2025-06-15,5,25.14,28.44,27.98,0.11,0.09,1.0,0
2025-06-16,5,32.95,26.43,25.44,0.07,0.15,0.87,0
2025-06-17,5,52.69,30.55,27.43,0.11,0.06,1.04,1
2025-06-18,5,94.25,29.82,27.52,0.09,0.2,1.34,1
2025-06-19,5,7.95,26.24,27.8,0.18,0.06,0.52,0
2025-06-20,5,28.11,25.82,26.9,0.1,0.15,0.73,0
2025-06-21,5,39.53,28.94,26.24,0.12,0.02,0.97,0
2025-06-22,5,13.87,23.36,26.98,0.08,0.13,0.5,0
2025-06-23,5,43.23,28.75,27.08,0.13,0.15,0.92,0
2025-06-24,5,10.02,30.65,27.74,0.03,0.08,0.26,0
2025-06-25,5,48.23,24.15,27.14,0.0,0.0,0.84,0
2025-06-26,5,58.89,23.99,26.89,0.08,0.05,1.07,1
2025-06-27,5,53.24,25.43,27.05,0.13,0.15,0.78,1
2025-06-28,5,7.93,25.91,27.31,0.09,0.09,0.88,0
2025-06-29,5,4.49,25.97,27.34,0.06,0.05,0.71,0
2025-06-30,5,30.0,28.21,28.68,0.03,0.16,0.64,0
2025-07-01,5,28.51,29.9,27.67,0.06,0.06,0.48,0
2025-07-02,5,45.35,20.5,28.73,0.13,0.04,1.08,0
2025-07-03,5,41.56,27.22,27.74,0.01,0.23,1.04,1
2025-07-04,5,24.15,26.59,26.15,-0.0,0.09,0.52,0
2025-07-05,5,26.29,27.89,25.36,0.15,0.08,1.05,0
2025-07-06,5,9.18,27.29,27.77,0.14,0.1,0.5,0
2025-07-07,5,27.45,27.91,27.66,0.13,0.09,0.97,0
2025-07-08,5,9.77,31.0,28.82,0.15,0.11,0.47,0
2025-07-09,5,84.3,26.68,27.6,0.05,0.03,1.56,1
2025-07-10,5,8.32,25.65,27.41,0.1,0.09,0.69,0
2025-07-11,5,97.83,35.4,27.24,0.01,0.27,1.69,1
2025-07-12,5,89.28,24.02,27.33,0.12,0.19,1.6,1
2025-07-13,5,100.53,26.76,26.11,0.56,0.13,1.41,1
2025-07-14,5,35.75,23.78,28.03,0.16,0.15,1.11,0
2025-07-15,5,54.89,23.92,27.64,0.03,0.14,1.11,1
2025-07-16,5,59.05,30.91,25.02,0.09,0.07,1.17,1
2025-07-17,5,36.11,26.81,27.79,0.12,0.14,1.23,0
2025-07-18,5,49.98,30.82,26.37,0.08,0.15,0.56,0
2025-07-19,5,17.43,28.78,26.9,0.09,0.11,0.71,0
2025-07-20,5,25.47,28.97,27.49,0.1,0.07,0.78,0
2025-07-21,5,41.75,25.73,26.76,0.09,0.08,0.93,0
2025-07-22,5,15.06,24.46,25.5,0.11,0.12,0.78,0
2025-07-23,5,47.61,29.03,26.75,0.05,0.18,0.51,0
2025-07-24,5,10.62,25.1,26.64,0.13,0.15,0.68,0
2025-07-25,5,35.61,25.78,27.11,0.07,0.2,0.67,0
2025-07-26,5,53.65,23.3,26.55,0.1,0.08,1.26,1
2025-07-27,5,31.06,30.03,26.51,0.12,0.06,1.01,0
2025-07-28,5,72.93,23.29,27.28,0.1,-0.01,1.26,1
2025-07-29,5,5.58,31.05,26.39,0.16,0.13,0.39,0
2025-07-30,5,33.99,29.15,26.71,0.1,0.14,0.83,0
2025-07-31,5,36.95,29.69,26.35,0.1,0.12,0.7,0
2025-08-01,5,40.61,26.36,26.89,0.11,0.1,0.85,0
2025-08-02,5,49.12,25.31,27.25,0.13,0.12,1.0,0
2025-08-03,5,49.78,28.61,25.5,0.08,0.22,1.33,1
2025-08-04,5,30.92,22.26,26.93,0.14,0.18,0.55,0
2025-08-05,5,41.58,27.51,26.63,0.1,0.16,0.51,0
2025-08-06,5,10.04,28.35,26.15,0.12,0.14,0.54,0
2025-08-07,5,93.28,28.14,26.52,0.13,0.16,1.43,1
2025-08-08,5,77.37,25.47,25.26,0.07,0.09,1.07,1
2025-08-09,5,13.49,26.55,27.21,0.14,0.15,0.22,0
2025-08-10,5,27.26,24.34,25.88,-0.02,0.1,0.74,0
2025-08-11,5,72.41,31.73,25.63,0.16,0.14,1.26,1
2025-08-12,5,47.38,25.13,26.34,0.19,0.16,0.78,0
2025-08-13,5,49.93,26.39,28.7,0.15,0.08,1.31,0
2025-08-14,5,73.91,27.14,27.78,0.14,0.16,1.32,1
2025-08-15,5,22.89,28.99,27.25,0.11,0.13,0.6,0
2025-08-16,5,26.7,26.92,25.18,0.02,0.14,0.63,0
2025-08-17,5,14.9,31.24,27.05,0.06,0.07,0.94,0
2025-08-18,5,21.66,21.77,25.64,0.07,0.15,0.55,0
2025-08-19,5,11.46,29.83,27.09,0.11,0.17,0.83,0
2025-08-20,5,9.85,27.0,24.67,0.13,0.2,0.53,0
2025-08-21,5,83.29,21.83,27.14,0.14,0.14,1.82,1
2025-08-22,5,45.8,30.88,26.29,0.18,0.14,1.09,0
2025-08-23,5,19.53,25.94,26.82,0.1,0.12,0.7,0
2025-08-24,5,14.7,26.09,26.54,0.07,0.09,0.83,0
2025-08-25,5,17.92,25.15,27.56,0.13,0.07,0.83,0
2025-08-26,5,8.22,26.72,26.8,0.12,0.1,0.58,0
2025-08-27,5,36.5,22.22,26.01,0.11,0.06,1.04,0
2025-08-28,5,53.81,31.53,26.76,0.09,0.02,0.95,1
2025-08-29,5,37.82,34.15,26.34,0.06,0.06,1.06,0
2025-08-30,5,21.02,31.39,26.68,0.15,0.19,0.72,0
2025-08-31,5,8.26,29.98,25.75,0.07,0.14,0.68,0
2025-09-01,5,25.18,22.8,26.18,0.06,0.11,0.41,0
2025-09-02,5,23.38,28.95,25.07,0.17,0.15,0.91,0
2025-09-03,5,59.7,24.02,27.77,0.1,0.07,1.17,1
2025-09-04,5,35.06,26.65,27.87,0.08,-0.0,0.9,0
2025-09-05,5,108.0,26.03,27.48,0.49,0.29,1.64,1
2025-09-06,5,7.12,21.99,25.88,0.07,0.12,0.49,0
2025-09-07,5,8.92,28.1,27.7,-0.02,0.06,0.98,0
2025-01-01,6,43.48,24.92,25.3,0.06,0.1,0.88,0
2025-01-02,6,61.22,29.39,22.76,0.11,0.06,0.93,1
2025-01-03,6,41.37,31.61,24.88,0.1,0.11,0.85,0
2025-01-04,6,81.52,28.08,25.65,0.09,0.11,1.57,1
2025-01-05,6,29.58,29.23,24.57,0.15,0.14,1.1,0
2025-01-06,6,73.59,30.62,25.57,0.1,0.23,1.46,1
2025-01-07,6,57.5,24.24,24.66,0.16,0.08,1.15,1
2025-01-08,6,9.67,33.13,25.28,0.06,-0.08,0.59,0
2025-01-09,6,51.82,25.88,26.19,0.09,0.13,0.89,1
2025-01-10,6,41.81,24.68,23.3,0.13,0.12,1.16,0
2025-01-11,6,7.15,29.97,25.72,0.11,0.14,0.94,0
2025-01-12,6,11.99,29.34,25.85,0.07,0.03,0.48,0
2025-01-13,6,45.53,32.06,27.3,0.14,0.16,0.97,0
2025-01-14,6,3.94,25.28,24.99,0.05,0.1,0.85,0
2025-01-15,6,23.3,23.98,25.52,0.15,0.08,0.76,0
2025-01-16,6,89.12,29.15,26.89,0.12,0.19,1.26,1
2025-01-17,6,120.76,24.43,23.72,0.44,0.26,1.82,1
2025-01-18,6,11.47,27.87,25.05,0.16,0.07,0.69,0
2025-01-19,6,19.34,27.69,23.45,0.16,0.19,0.19,0
2025-01-20,6,55.65,24.0,24.56,0.07,0.06,0.85,1
2025-01-21,6,45.1,24.93,26.71,0.04,0.06,0.88,0
2025-01-22,6,20.27,26.66,24.65,0.13,0.08,0.59,0
2025-01-23,6,44.99,22.53,25.86,0.03,0.08,1.1,0
2025-01-24,6,37.53,29.18,24.24,0.13,0.15,0.91,0
2025-01-25,6,13.11,25.28,25.39,0.07,0.18,0.76,0
2025-01-26,6,42.16,21.99,24.26,0.09,0.23,0.85,1
2025-01-27,6,40.53,26.15,24.5,0.05,0.16,1.28,0
2025-01-28,6,23.29,28.17,25.48,0.09,-0.02,0.81,0
2025-01-29,6,35.02,27.26,24.09,0.12,0.13,1.13,0
2025-01-30,6,41.4,24.11,26.17,0.17,0.06,1.44,0
2025-01-31,6,34.62,27.54,22.89,0.15,0.12,1.05,0
2025-02-01,6,35.21,22.78,24.87,0.1,0.11,0.75,0
2025-02-02,6,81.83,26.05,25.7,0.2,0.14,1.5,1
2025-02-03,6,56.91,24.59,24.45,0.0,0.02,1.44,1
2025-02-04,6,20.53,23.62,26.59,0.07,0.13,1.0,0
2025-02-05,6,22.67,27.68,25.61,0.1,0.1,0.76,0
2025-02-06,6,45.84,30.77,22.97,0.13,0.1,0.54,0
2025-02-07,6,9.34,19.75,25.31,0.11,0.09,0.55,0
2025-02-08,6,6.24,30.71,23.96,0.07,0.11,0.34,0
2025-02-09,6,110.52,26.75,25.11,0.4,0.22,1.57,1
2025-02-10,6,13.65,26.02,27.23,0.1,0.17,0.41,0
2025-02-11,6,43.79,26.2,24.55,0.06,0.07,1.0,0
2025-02-12,6,46.45,28.58,24.25,0.11,0.23,0.94,1
2025-02-13,6,19.83,30.42,24.55,0.11,0.11,0.86,0
2025-02-14,6,23.17,29.52,25.41,0.16,0.1,0.89,0
2025-02-15,6,52.53,30.88,26.19,0.08,0.06,1.08,1
2025-02-16,6,26.82,32.8,26.13,0.21,0.15,1.05,0
2025-02-17,6,20.95,24.31,24.61,0.03,0.09,0.59,0
2025-02-18,6,17.86,21.99,25.37,0.1,0.13,0.11,0
2025-02-19,6,32.15,25.76,26.0,0.13,0.01,0.68,0
2025-02-20,6,41.82,27.12,26.02,0.14,0.06,1.06,0
2025-02-21,6,74.61,23.71,24.63,0.13,0.04,1.43,1
2025-02-22,6,37.83,28.3,24.34,-0.06,0.17,0.61,0
2025-02-23,6,41.21,25.31,24.88,0.11,0.08,0.81,0
2025-02-24,6,34.62,30.51,23.55,0.1,0.15,0.53,0
2025-02-25,6,35.19,32.92,24.41,0.09,0.14,0.95,0
2025-02-26,6,18.35,20.55,23.37,0.13,0.05,0.86,0
2025-02-27,6,128.53,30.37,25.73,0.47,0.34,1.76,1
2025-02-28,6,39.78,27.32,24.79,0.12,0.2,0.56,1
2025-03-01,6,28.34,28.05,24.96,0.1,0.11,0.71,0
2025-03-02,6,5.27,27.06,23.61,0.02,0.1,0.66,0
2025-03-03,6,53.48,26.75,24.3,0.08,0.13,1.05,1
2025-03-04,6,38.81,23.34,25.59,0.08,0.07,0.87,0
2025-03-05,6,48.4,24.48,25.16,0.11,0.17,0.57,0
2025-03-06,6,49.29,25.85,23.4,0.11,0.1,1.08,0
2025-03-07,6,23.25,22.83,24.59,0.06,0.08,0.71,0
2025-03-08,6,0.84,26.73,24.88,0.09,0.09,0.6,0
2025-03-09,6,85.76,29.17,26.21,0.11,0.13,1.29,1
2025-03-10,6,73.36,28.48,25.17,0.12,0.1,1.63,1
2025-03-11,6,20.24,28.8,23.6,0.02,0.13,0.38,0
2025-03-12,6,2.7,25.48,24.4,0.06,0.09,0.91,0
2025-03-13,6,24.84,22.82,25.59,0.14,0.1,0.94,0
2025-03-14,6,19.86,25.23,25.32,0.14,0.13,0.36,0
2025-03-15,6,25.11,25.53,24.26,0.08,0.06,0.84,0
2025-03-16,6,11.96,27.49,25.79,0.06,0.13,0.82,0
2025-03-17,6,26.85,21.91,24.3,0.15,0.01,0.6,0
2025-03-18,6,33.74,22.79,24.71,0.16,-0.01,0.65,0
2025-03-19,6,65.65,26.33,24.77,0.08,0.03,1.35,1
2025-03-20,6,4.8,27.62,25.21,0.1,0.06,0.89,0
2025-03-21,6,13.01,26.83,25.18,0.05,0.04,0.77,0
2025-03-22,6,40.12,25.42,23.76,0.17,0.14,0.43,0
2025-03-23,6,6.85,27.63,23.55,0.2,0.19,0.31,0
2025-03-24,6,24.68,24.6,22.27,0.01,0.1,0.52,0
2025-03-25,6,3.86,25.87,23.97,0.05,0.09,0.48,0
2025-03-26,6,67.37,26.55,26.09,0.1,0.17,0.84,1
2025-03-27,6,40.04,31.5,23.98,0.0,0.11,1.04,0
2025-03-28,6,16.05,27.08,26.42,0.13,0.08,0.49,0
2025-03-29,6,33.27,20.06,24.77,0.09,0.15,0.84,0
2025-03-30,6,34.43,30.47,23.57,0.08,0.14,1.05,0
2025-03-31,6,12.4,31.86,25.75,0.09,0.11,0.49,0
2025-04-01,6,34.64,26.32,24.86,0.13,0.09,0.85,0
2025-04-02,6,34.97,26.25,25.42,0.17,0.02,0.64,0
2025-04-03,6,22.61,26.42,24.24,0.05,0.16,0.54,0
2025-04-04,6,17.01,28.13,25.89,0.09,0.1,0.78,0
2025-04-05,6,38.73,26.95,25.8,0.12,0.04,1.19,0
2025-04-06,6,96.37,27.1,24.45,0.15,0.13,1.44,1
2025-04-07,6,68.05,25.42,25.76,0.09,0.12,1.18,1
2025-04-08,6,64.51,24.86,25.8,0.06,0.07,1.15,1
2025-04-09,6,17.54,32.72,25.76,0.16,-0.03,0.95,0
2025-04-10,6,12.16,26.58,24.68,0.15,0.1,0.78,0
2025-04-11,6,76.87,30.43,25.28,0.14,0.09,1.25,1
2025-04-12,6,7.97,26.87,23.45,0.12,0.1,0.59,0
2025-04-13,6,86.0,26.46,25.96,0.05,0.11,1.3,1
2025-04-14,6,50.79,22.51,26.56,0.08,0.1,1.38,1
2025-04-15,6,102.25,29.1,25.37,0.56,0.16,1.28,1
2025-04-16,6,44.11,29.53,25.71,0.07,0.08,1.1,0
2025-04-17,6,63.99,28.19,24.46,0.1,0.13,1.13,1
2025-04-18,6,21.5,32.34,25.2,0.1,0.06,0.54,0
2025-04-19,6,30.39,27.11,23.3,0.16,0.09,0.9,0
2025-04-20,6,33.4,26.23,25.82,0.15,0.2,1.04,0
2025-04-21,6,54.87,28.17,25.18,0.08,0.09,1.08,1
2025-04-22,6,16.76,27.36,23.83,0.09,0.14,0.5,0
2025-04-23,6,9.26,26.02,23.87,0.16,0.09,0.86,0
2025-04-24,6,6.93,27.81,24.5,0.13,0.19,0.81,0
2025-04-25,6,21.29,30.41,24.32,0.1,0.19,0.83,0
2025-04-26,6,36.56,24.79,26.44,0.1,0.13,0.72,0
2025-04-27,6,20.25,25.34,25.44,0.09,0.09,0.68,0
2025-04-28,6,22.13,22.82,24.91,0.19,0.17,0.54,0
2025-04-29,6,57.3,28.16,26.63,0.15,0.08,1.15,1
2025-04-30,6,20.62,32.18,24.79,0.04,0.16,0.75,0
2025-05-01,6,13.18,24.14,26.58,0.08,0.15,0.54,0
2025-05-02,6,47.8,32.08,26.2,0.11,0.02,0.78,0
2025-05-03,6,29.33,33.07,25.48,0.15,0.07,1.6,0
2025-05-04,6,26.35,24.57,25.02,0.12,0.12,0.71,0
2025-05-05,6,116.98,25.58,23.67,0.69,0.26,1.65,1
2025-05-06,6,31.98,32.38,22.03,0.12,0.11,0.81,0
2025-05-07,6,23.16,27.09,26.71,0.14,0.1,0.44,0
2025-05-08,6,11.51,29.27,26.23,0.21,0.11,0.46,0
2025-05-09,6,71.19,31.0,24.67,0.07,0.15,1.25,1
2025-05-10,6,27.48,23.97,25.94,0.12,0.03,0.92,0
2025-05-11,6,20.05,29.82,24.2,0.08,0.08,0.62,0
2025-05-12,6,20.48,24.02,24.34,0.1,0.13,0.96,0
2025-05-13,6,80.94,20.98,24.4,0.06,0.17,0.95,1
2025-05-14,6,17.62,32.31,22.84,0.14,0.05,0.62,0
2025-05-15,6,5.51,29.22,26.82,0.12,0.1,0.45,0
2025-05-16,6,40.78,27.6,23.89,0.14,0.22,1.24,1
2025-05-17,6,41.65,28.2,24.72,0.03,0.03,0.74,0
2025-05-18,6,15.35,23.81,25.21,0.15,0.07,0.54,0
2025-05-19,6,39.09,27.22,24.85,0.04,0.04,0.79,0
2025-05-20,6,64.21,25.03,24.0,0.09,0.1,1.21,1
2025-05-21,6,66.13,22.43,24.41,0.1,0.05,1.19,1
2025-05-22,6,5.25,26.0,25.34,0.13,0.21,0.39,1
2025-05-23,6,32.33,31.12,25.5,0.09,0.04,1.2,0
2025-05-24,6,10.63,25.88,26.82,0.13,0.16,0.82,0
2025-05-25,6,50.19,22.83,25.09,0.17,0.09,1.11,1
2025-05-26,6,19.37,24.26,24.55,0.06,0.2,0.84,0
2025-05-27,6,50.76,24.74,23.68,0.16,0.16,1.02,1
2025-05-28,6,45.97,24.23,24.91,-0.04,0.09,0.93,0
2025-05-29,6,44.23,31.03,22.92,0.13,0.1,0.66,0
2025-05-30,6,20.4,23.25,24.11,0.13,0.17,0.57,0
2025-05-31,6,8.29,26.82,24.34,0.11,0.06,0.6,0
2025-06-01,6,47.14,27.54,23.42,0.04,0.04,0.83,0
2025-06-02,6,164.13,34.29,26.01,0.4,0.46,2.06,1
2025-06-03,6,71.68,30.83,24.24,0.09,0.15,1.29,1
2025-06-04,6,14.74,30.9,25.02,0.1,0.06,0.53,0
2025-06-05,6,25.61,25.69,25.79,0.17,0.03,0.47,0
2025-06-06,6,99.92,23.48,23.34,0.14,0.22,1.62,1
2025-06-07,6,35.94,24.66,26.19,0.13,0.16,0.66,0
2025-06-08,6,74.37,26.54,24.93,0.16,0.06,1.36,1
2025-06-09,6,28.69,21.14,26.14,0.08,0.1,0.76,0
2025-06-10,6,36.95,29.3,22.56,0.14,-0.01,1.15,0
2025-06-11,6,50.57,33.54,26.87,0.19,0.13,1.16,1
2025-06-12,6,12.52,22.49,25.19,0.15,0.17,0.93,0
2025-06-13,6,17.67,25.49,24.52,0.2,0.06,0.39,0
2025-06-14,6,45.32,30.3,23.12,0.13,-0.02,1.05,0
2025-06-15,6,26.52,34.1,24.45,0.06,0.11,0.87,0
2025-06-16,6,1.68,27.88,25.02,0.11,0.04,0.85,0
2025-06-17,6,55.78,27.59,25.43,0.17,0.13,0.98,1
2025-06-18,6,16.15,22.36,24.6,0.17,0.06,0.68,0
2025-06-19,6,14.91,30.45,25.9,0.15,0.08,0.78,0
2025-06-20,6,7.33,29.19,23.44,0.12,0.08,0.57,0
2025-06-21,6,4.96,22.28,23.42,0.12,0.09,0.49,0
2025-06-22,6,19.11,33.15,24.84,0.02,0.04,0.91,0
2025-06-23,6,33.86,28.2,25.01,0.05,0.04,0.6,0
2025-06-24,6,39.42,22.54,24.84,0.03,0.09,0.58,0
2025-06-25,6,47.79,27.6,27.51,0.05,0.01,0.92,0
2025-06-26,6,21.72,31.06,25.29,0.15,-0.03,0.68,0
2025-06-27,6,40.36,21.91,24.01,0.07,0.13,0.84,0
2025-06-28,6,39.23,27.69,25.04,0.14,0.01,0.44,0
2025-06-29,6,39.63,26.49,25.46,0.1,0.05,1.26,0
2025-06-30,6,120.87,33.73,24.56,0.46,0.3,1.67,1
2025-07-01,6,4.83,24.63,26.06,0.07,0.13,0.55,0
2025-07-02,6,77.7,27.22,25.59,0.05,0.08,1.4,1
2025-07-03,6,16.11,24.92,23.35,0.16,0.07,0.76,0
2025-07-04,6,25.93,25.28,24.29,0.1,0.17,1.07,0
2025-07-05,6,12.97,20.61,25.39,0.03,0.07,0.47,0
2025-07-06,6,21.52,24.81,25.59,0.08,0.15,0.74,0
2025-07-07,6,50.31,25.96,24.35,0.07,0.03,1.01,1
2025-07-08,6,45.61,28.33,25.59,0.04,0.09,1.13,0
2025-07-09,6,42.05,27.82,25.45,-0.02,0.04,0.99,0
2025-07-10,6,20.94,24.03,26.47,0.14,0.12,0.7,0
2025-07-11,6,168.51,28.36,24.53,0.59,0.54,2.14,2
2025-07-12,6,13.35,29.55,25.39,0.14,0.11,0.58,0
2025-07-13,6,32.7,30.75,26.27,0.05,0.12,0.88,0
2025-07-14,6,37.37,29.57,24.37,0.1,0.17,0.92,0
2025-07-15,6,50.31,26.81,23.75,0.12,0.2,1.0,1
2025-07-16,6,11.29,30.37,23.43,0.05,0.14,0.75,0
2025-07-17,6,79.33,31.39,24.1,0.02,0.19,1.38,1
2025-07-18,6,78.72,30.59,25.06,0.03,0.12,1.38,1
2025-07-19,6,13.57,24.76,25.03,0.05,0.0,0.62,0
2025-07-20,6,31.59,25.44,26.36,0.15,0.05,0.98,0
2025-07-21,6,66.8,32.18,25.18,0.03,0.03,0.88,1
2025-07-22,6,92.27,22.42,24.84,0.06,0.19,1.19,1
2025-07-23,6,43.6,28.57,23.69,0.22,0.09,0.69,0
2025-07-24,6,106.67,21.03,24.52,0.35,0.24,1.39,1
2025-07-25,6,38.05,27.85,24.23,0.05,0.02,0.95,0
2025-07-26,6,8.84,28.94,26.29,0.04,0.12,0.84,0
